,const,x1,x2,x3,x4,x5,x6,PD,Default,y
19550,1.0,1,2719,31,252,591,87,0.46338723028803674,0,1
19551,1.0,0,1183,76,220,529,62,0.777080832359065,1,1
19552,1.0,1,7953,69,365,643,20,0.7615525515728397,1,0
19553,1.0,1,8244,35,794,665,33,0.44288327586173376,0,0
19554,1.0,1,7125,32,513,736,96,0.3602407301738235,0,0
19555,1.0,0,6026,60,391,696,17,0.5225860914262708,1,0
19556,1.0,0,4613,61,416,619,98,0.5931289300877672,1,0
19557,1.0,1,2039,34,387,775,32,0.3492970902542228,0,1
19558,1.0,1,4838,63,724,640,59,0.7186823580286965,1,1
19559,1.0,1,3803,22,491,658,31,0.32924030071494326,0,1
19560,1.0,1,3780,24,828,650,38,0.352459097003784,0,0
19561,1.0,1,6036,52,838,651,11,0.6166896824809053,1,0
19562,1.0,0,7924,58,758,544,7,0.6228606155472032,1,0
19563,1.0,0,5915,47,123,543,52,0.5194638510835244,1,0
19564,1.0,0,6713,80,387,505,32,0.8147568445138719,1,1
19565,1.0,1,1978,79,647,551,8,0.8635812652531498,1,1
19566,1.0,1,3099,42,516,834,96,0.3772233323375043,0,0
19567,1.0,1,1727,72,161,634,13,0.7869476061549003,1,1
19568,1.0,0,5221,65,651,634,76,0.618679703812754,1,1
19569,1.0,1,2430,41,428,604,20,0.5497542334999936,1,1
19570,1.0,0,2438,54,432,647,69,0.5037750647387488,1,0
19571,1.0,0,2510,60,284,661,25,0.5505743672708274,1,1
19572,1.0,0,7802,62,540,599,87,0.617764653387157,1,1
19573,1.0,1,6742,52,262,651,89,0.6166896824809053,1,1
19574,1.0,1,4539,68,849,777,62,0.666266450826692,1,1
19575,1.0,0,1875,41,613,698,6,0.3421731922218259,0,1
19576,1.0,1,1184,50,146,843,81,0.4452864683770966,0,1
19577,1.0,1,3994,19,148,540,96,0.3897148593456829,0,1
19578,1.0,1,6815,55,659,650,100,0.6445574892414312,1,1
19579,1.0,0,4540,20,504,730,4,0.1719600674421564,0,0
19580,1.0,1,8250,21,482,576,98,0.3806779576547814,0,0
19581,1.0,1,5123,20,158,716,82,0.2737188847775102,0,0
19582,1.0,0,4293,50,669,696,2,0.42609462072725446,0,0
19583,1.0,1,7600,58,248,536,11,0.7461855991553076,1,0
19584,1.0,1,1515,53,812,683,23,0.6014250634961655,1,1
19585,1.0,0,4111,23,196,792,13,0.16046477130860937,0,1
19586,1.0,1,3057,79,772,717,53,0.7877441195697832,1,0
19587,1.0,0,4957,64,374,815,36,0.46577807303644314,0,1
19588,1.0,1,7539,34,466,756,30,0.36331324741476473,0,0
19589,1.0,1,4379,35,410,844,96,0.3089005781923525,0,1
19590,1.0,1,1170,53,836,706,98,0.5835640378643818,1,0
19591,1.0,0,2984,72,785,636,90,0.6790176157370345,1,1
19592,1.0,0,3600,36,191,556,89,0.40348798089744775,0,1
19593,1.0,0,2803,76,357,554,49,0.7628406263866765,1,1
19594,1.0,1,1599,46,327,740,74,0.48907828402888925,0,0
19595,1.0,1,1687,34,818,688,43,0.41525711673880805,0,0
19596,1.0,0,6814,50,656,799,65,0.34770854088006253,0,1
19597,1.0,1,5875,35,376,848,22,0.30616050548168333,0,0
19598,1.0,1,4905,58,763,741,30,0.6032296313428337,1,1
19599,1.0,0,1781,63,552,800,99,0.46812530328005203,0,1
19600,1.0,0,1707,40,104,604,88,0.4036998699935948,0,1
19601,1.0,1,8462,27,452,731,11,0.3203115795437987,0,1
19602,1.0,1,7622,47,756,518,70,0.670233740188224,1,1
19603,1.0,1,1312,67,297,584,1,0.7813166721591757,1,0
19604,1.0,0,6283,59,596,637,42,0.560051827873962,1,0
19605,1.0,0,6470,78,313,778,95,0.6284118740005488,1,1
19606,1.0,1,4791,69,388,606,17,0.7824888328193769,1,1
19607,1.0,1,7895,19,371,621,51,0.3298051326341891,0,1
19608,1.0,0,2082,19,325,833,48,0.1254344676214502,0,0
19609,1.0,0,7078,41,471,714,52,0.3306841370856815,0,0
19610,1.0,1,7448,67,541,616,97,0.7632209789960646,1,0
19611,1.0,0,2139,47,518,605,12,0.4696516391342068,0,0
19612,1.0,0,8256,31,401,664,56,0.2824249588546513,0,1
19613,1.0,1,4551,62,345,790,47,0.6026702813948018,1,0
19614,1.0,0,3221,27,156,760,26,0.19836337013934183,0,0
19615,1.0,0,3254,59,672,684,17,0.5225311857788779,1,0
19616,1.0,1,4350,31,662,723,27,0.36093165249384906,0,0
19617,1.0,0,1306,27,550,736,47,0.21092592157741258,0,0
19618,1.0,0,2961,62,162,555,89,0.6505840446044105,1,0
19619,1.0,1,1277,37,791,763,60,0.3853107201808272,0,1
19620,1.0,1,5430,28,455,666,72,0.3764998027966386,0,0
19621,1.0,0,1077,76,406,627,51,0.7177838162487226,1,1
19622,1.0,1,6788,61,336,676,71,0.6779770808321461,1,1
19623,1.0,0,1422,21,418,531,94,0.2905224938954878,0,0
19624,1.0,0,7645,32,590,814,69,0.20162737739310319,0,1
19625,1.0,1,3184,43,207,573,15,0.593158592060068,1,1
19626,1.0,0,4510,74,680,665,41,0.6755985593634365,1,0
19627,1.0,0,1077,38,327,624,49,0.37003913650904924,0,1
19628,1.0,0,2076,30,183,734,7,0.23210608772580957,0,1
19629,1.0,1,4624,33,305,549,25,0.5165017594831588,1,0
19630,1.0,0,7410,65,569,582,36,0.6572849424885017,1,1
19631,1.0,0,7718,72,639,682,25,0.6459516072891477,1,0
19632,1.0,0,2606,41,572,680,13,0.3553227151863725,0,0
19633,1.0,1,5828,36,841,657,75,0.4588647503904889,0,1
19634,1.0,0,6019,19,717,729,97,0.1669494488718453,0,0
19635,1.0,0,2327,32,716,573,81,0.35413305858003635,0,0
19636,1.0,0,5211,70,111,716,13,0.6021137378380823,1,1
19637,1.0,1,2250,76,157,551,78,0.8492711801248894,1,1
19638,1.0,0,1299,41,497,841,77,0.24719701981939005,0,1
19639,1.0,0,3661,27,498,576,46,0.30902627363596036,0,0
19640,1.0,0,6805,45,750,778,16,0.3195849343550913,0,0
19641,1.0,1,5069,35,501,688,90,0.4247134767684675,0,0
19642,1.0,0,3763,52,169,838,40,0.33694510126942223,0,0
19643,1.0,0,6252,60,317,591,79,0.6054349587079664,1,1
19644,1.0,1,7363,45,426,508,10,0.6601063034236072,1,1
19645,1.0,1,4628,77,421,770,44,0.7433115148194775,1,1
19646,1.0,0,4970,24,474,762,69,0.179542370312163,0,0
19647,1.0,0,1446,78,741,758,84,0.6433065116586627,1,0
19648,1.0,1,4955,52,839,582,23,0.6676278932332746,1,0
19649,1.0,1,4740,46,338,579,56,0.6163775081094901,1,1
19650,1.0,0,5674,80,656,783,3,0.6426691320455511,1,0
19651,1.0,0,2469,79,792,521,65,0.8007409470956398,1,0
19652,1.0,0,2271,44,288,843,38,0.2682364351300348,0,1
19653,1.0,0,8289,20,670,654,78,0.2096018244120958,0,0
19654,1.0,1,8199,23,379,688,69,0.31662963218679047,0,1
19655,1.0,1,3998,29,113,707,72,0.35491658966812933,0,1
19656,1.0,1,8371,21,730,740,77,0.2661555256800276,0,0
19657,1.0,0,5659,29,317,697,95,0.24670591108794498,0,0
19658,1.0,1,2889,39,381,710,48,0.4454830840649384,0,1
19659,1.0,1,1966,29,171,557,15,0.47128501590863725,0,1
19660,1.0,0,1224,29,692,557,52,0.3394119814295781,0,0
19661,1.0,0,7785,71,751,843,22,0.5111420629425809,1,1
19662,1.0,0,4402,60,171,824,41,0.4203501201225819,0,1
19663,1.0,0,3302,79,303,627,1,0.7407667847578442,1,1
19664,1.0,1,5901,45,825,617,75,0.5776524364804455,1,0
19665,1.0,0,3493,66,132,604,44,0.6500527249148372,1,0
19666,1.0,0,1792,42,189,844,72,0.2526653510855402,0,0
19667,1.0,0,6208,19,129,601,4,0.2322479841224126,0,0
19668,1.0,1,6459,55,449,509,73,0.7405367589968176,1,0
19669,1.0,0,2981,51,119,623,35,0.4939601701598709,0,1
19670,1.0,0,3786,24,815,543,81,0.3068290456841573,0,1
19671,1.0,0,5739,48,689,561,75,0.5146993686787387,1,1
19672,1.0,1,6256,68,431,542,22,0.8095794157685483,1,1
19673,1.0,0,5702,35,657,722,4,0.276127666912179,0,1
19674,1.0,0,1919,78,428,603,96,0.7480687216128049,1,1
19675,1.0,0,2524,49,635,724,85,0.39491638358229875,0,0
19676,1.0,0,8302,67,464,518,93,0.7180341460058982,1,1
19677,1.0,1,1075,24,385,818,42,0.2407341098920399,0,1
19678,1.0,0,2167,36,244,702,52,0.29721481679974526,0,1
19679,1.0,1,5211,65,401,585,13,0.7671874088654549,1,1
19680,1.0,0,5421,44,830,594,61,0.449517234580974,0,0
19681,1.0,1,4492,56,278,532,74,0.7337233435655367,1,1
19682,1.0,1,2756,28,143,598,10,0.4290584880157758,0,1
19683,1.0,1,3024,73,834,693,30,0.7605426822914165,1,1
19684,1.0,1,6637,61,804,742,29,0.6299928649502697,1,1
19685,1.0,1,5491,50,597,725,54,0.5398753427212758,1,0
19686,1.0,0,3554,25,335,520,47,0.33132904963944576,0,1
19687,1.0,1,5291,76,429,683,29,0.7865556112278369,1,1
19688,1.0,0,6937,77,509,613,81,0.7344561381381841,1,0
19689,1.0,0,5631,52,289,777,67,0.38208285454313723,0,0
19690,1.0,0,3472,37,324,748,75,0.2749313217459778,0,0
19691,1.0,1,2522,19,691,520,70,0.4051200361090491,0,1
19692,1.0,0,1259,79,141,716,66,0.6821496231946074,1,1
19693,1.0,0,6086,57,616,766,85,0.43752119374666004,0,1
19694,1.0,1,8034,38,282,766,71,0.39224239153657614,0,0
19695,1.0,0,2503,41,135,716,7,0.3292617573767168,0,0
19696,1.0,1,6442,69,163,540,87,0.8164583100432949,1,0
19697,1.0,1,6518,70,279,768,24,0.6895334769932204,1,1
19698,1.0,1,3640,74,432,792,89,0.7059970191833226,1,0
19699,1.0,0,1022,53,490,684,33,0.46437557167910504,0,0
19700,1.0,1,1135,73,577,685,80,0.7651978050741473,1,1
19701,1.0,1,2987,57,514,574,48,0.7144945415523758,1,0
19702,1.0,1,1298,50,761,591,35,0.6435678146515147,1,1
19703,1.0,0,4024,29,668,765,15,0.20833404468192385,0,0
19704,1.0,1,8191,78,412,811,20,0.7251567150135326,1,1
19705,1.0,1,4509,31,672,551,3,0.4954890596802523,0,1
19706,1.0,1,6749,64,351,790,9,0.6211060729918958,1,1
19707,1.0,1,6331,58,840,830,80,0.5331141477678808,1,0
19708,1.0,1,7280,58,125,630,91,0.6848169312768057,1,0
19709,1.0,1,7820,60,149,628,59,0.7026759432039766,1,0
19710,1.0,0,3923,25,336,775,82,0.17910136466214366,0,0
19711,1.0,0,6700,50,480,715,2,0.4112207668350329,0,1
19712,1.0,0,1520,77,670,633,66,0.7217212210680709,1,1
19713,1.0,1,2869,54,328,747,10,0.5607868929149938,1,1
19714,1.0,0,2740,73,407,545,76,0.7466462309355442,1,1
19715,1.0,1,4145,55,213,639,31,0.6526220041073375,1,1
19716,1.0,1,2246,25,763,734,53,0.30161223453737235,0,0
19717,1.0,1,6089,70,235,538,16,0.823142991838193,1,1
19718,1.0,0,1635,20,599,716,86,0.1784675278236712,0,0
19719,1.0,0,5289,19,189,817,86,0.13119020517135158,0,0
19720,1.0,0,1858,62,207,679,25,0.5554539843083633,1,0
19721,1.0,0,6686,23,764,579,66,0.2749583831166704,0,0
19722,1.0,1,2816,40,161,848,32,0.3488662032735577,0,1
19723,1.0,0,6046,77,524,845,77,0.5673549695560185,1,0
19724,1.0,0,7272,77,460,683,17,0.6882989576625766,1,0
19725,1.0,1,3213,20,107,814,52,0.21567080309886288,0,0
19726,1.0,0,2304,26,760,595,19,0.28810316521331253,0,1
19727,1.0,0,1153,44,844,807,79,0.29156689656418766,0,0
19728,1.0,0,2690,39,629,801,88,0.2568147664371039,0,1
19729,1.0,1,1529,57,371,636,16,0.6721392574683607,1,0
19730,1.0,1,1261,51,805,793,70,0.4949810907879645,0,1
19731,1.0,0,1557,71,522,554,22,0.7259582934326498,1,1
19732,1.0,1,4651,63,717,781,76,0.6187805067814289,1,1
19733,1.0,1,3220,54,135,637,76,0.645243736829554,1,0
19734,1.0,0,5523,20,556,523,73,0.28783242253002206,0,1
19735,1.0,0,6633,30,131,678,66,0.2657448695759118,0,0
19736,1.0,0,7131,44,278,622,16,0.4273454251914568,0,1
19737,1.0,0,2138,63,469,647,55,0.590126571280816,1,1
19738,1.0,1,6554,70,768,763,99,0.6929660857058532,1,1
19739,1.0,0,6225,18,620,561,38,0.2486523812737097,0,0
19740,1.0,0,1860,52,323,513,79,0.5910967986084971,1,0
19741,1.0,0,4343,47,666,746,34,0.36006026518663403,0,0
19742,1.0,1,8420,78,203,812,38,0.7245151411367065,1,0
19743,1.0,1,3957,62,672,664,19,0.6946421579562823,1,0
19744,1.0,0,2611,70,687,701,51,0.6136144764536716,1,0
19745,1.0,1,7119,20,349,578,71,0.3700677893206228,0,1
19746,1.0,1,2261,78,576,801,23,0.7315211680015838,1,1
19747,1.0,0,1810,39,102,826,78,0.24176839940545894,0,0
19748,1.0,1,5683,39,336,788,99,0.3846533036018226,0,1
19749,1.0,0,1275,37,396,847,79,0.21615731525999948,0,0
19750,1.0,0,8471,24,431,623,84,0.25496122740868393,0,0
19751,1.0,1,4479,44,255,705,19,0.49781254842274114,0,1
19752,1.0,1,5338,51,612,734,46,0.5423262334727759,1,1
19753,1.0,0,4677,42,768,698,79,0.3509641737157051,0,0
19754,1.0,1,5417,33,312,831,72,0.30130559192045936,0,0
19755,1.0,0,5097,62,357,589,67,0.6253310639485885,1,0
19756,1.0,0,3061,57,100,843,45,0.3777952210893531,0,0
19757,1.0,0,3532,70,660,723,88,0.5967070382448326,1,0
19758,1.0,0,4815,36,361,532,66,0.42219941930920235,0,0
19759,1.0,0,6553,33,131,563,91,0.3705326224516272,0,0
19760,1.0,0,5319,59,590,508,52,0.6584357870811706,1,0
19761,1.0,1,4190,80,565,610,30,0.844800931309032,1,1
19762,1.0,0,5263,48,127,664,13,0.43229115544040836,0,1
19763,1.0,0,5869,65,777,632,86,0.6201962938741443,1,1
19764,1.0,0,2534,21,449,805,77,0.14501665669726252,0,0
19765,1.0,1,3153,63,577,612,28,0.7365286783836843,1,1
19766,1.0,1,6200,74,193,762,13,0.7256221355466578,1,0
19767,1.0,0,2724,43,829,727,63,0.33866072124112623,0,0
19768,1.0,1,7957,21,797,666,56,0.31514423022042926,0,0
19769,1.0,0,4405,41,731,644,82,0.38227079468677055,0,1
19770,1.0,1,2283,57,370,756,52,0.5822138951313414,1,1
19771,1.0,1,7049,70,278,838,12,0.6394015545824129,1,0
19772,1.0,1,7945,29,214,690,45,0.36753360870645785,0,1
19773,1.0,0,2288,41,682,733,82,0.3172994384137485,0,1
19774,1.0,1,5488,78,822,609,65,0.8347906262903003,1,1
19775,1.0,1,4625,58,502,766,90,0.5838314177432148,1,1
19776,1.0,0,6644,36,537,677,93,0.31428158588118,0,1
19777,1.0,1,8326,36,610,618,45,0.4901360179162479,0,1
19778,1.0,1,7479,38,134,684,87,0.4565787005534987,0,0
19779,1.0,1,4051,76,209,661,63,0.7981956837534679,1,1
19780,1.0,1,6601,23,176,545,95,0.42328291725497796,0,1
19781,1.0,1,1062,44,421,511,87,0.6491481407518549,1,1
19782,1.0,0,3249,72,362,696,90,0.6355859673507928,1,0
19783,1.0,0,4257,44,488,671,87,0.38928703834151485,0,1
19784,1.0,0,4926,30,826,690,65,0.25828131631948076,0,0
19785,1.0,0,3411,78,577,602,84,0.7486744698784171,1,1
19786,1.0,1,3802,74,225,644,22,0.7944724134560778,1,1
19787,1.0,1,3308,49,616,741,94,0.5173810308871232,1,1
19788,1.0,1,8203,25,763,703,63,0.323023064030505,0,1
19789,1.0,1,8279,45,770,575,94,0.610222286171434,1,1
19790,1.0,0,1137,59,780,733,36,0.483147828030415,0,0
19791,1.0,1,8458,31,720,623,4,0.437909839047573,0,1
19792,1.0,0,1429,53,575,744,78,0.41684374757489995,0,1
19793,1.0,0,8191,26,510,530,59,0.3328047933322415,0,0
19794,1.0,0,7631,79,570,570,89,0.7743976701627139,1,1
19795,1.0,1,2932,47,809,624,81,0.5910405039285107,1,0
19796,1.0,1,5043,59,580,612,32,0.7053113686227875,1,1
19797,1.0,1,4745,63,619,821,51,0.5880005527860069,1,1
19798,1.0,0,4067,49,675,655,87,0.4489935886108274,0,0
19799,1.0,1,8025,64,184,760,74,0.6435366750643486,1,0
19800,1.0,1,2716,29,342,805,72,0.28644010434084516,0,1
19801,1.0,1,7410,24,765,822,35,0.23839012641916776,0,0
19802,1.0,0,4710,52,280,751,43,0.4020136777699742,0,0
19803,1.0,1,4107,53,269,826,64,0.48785569106827764,0,1
19804,1.0,1,3027,73,329,691,34,0.7617123654491688,1,1
19805,1.0,1,6366,79,398,633,19,0.8294291000619186,1,1
19806,1.0,0,6653,37,594,787,34,0.2506407732758652,0,0
19807,1.0,1,5018,51,330,602,49,0.6443557881705604,1,1
19808,1.0,1,3226,36,771,689,16,0.43343516840363044,0,0
19809,1.0,1,2095,32,433,658,82,0.41984393774724965,0,1
19810,1.0,0,6991,38,468,652,68,0.3493000074083782,0,1
19811,1.0,0,7115,69,844,734,27,0.5787290096750981,1,0
19812,1.0,1,3602,51,564,601,13,0.6450925970790005,1,0
19813,1.0,1,7395,55,364,648,77,0.6460300431413661,1,1
19814,1.0,1,5058,68,155,604,77,0.776926082835577,1,1
19815,1.0,0,3809,22,114,728,95,0.18426361434930535,0,0
19816,1.0,1,7644,20,622,841,62,0.20134205769929314,0,0
19817,1.0,0,6171,29,763,758,76,0.2120722125262848,0,0
19818,1.0,0,6125,53,727,806,53,0.3693092368824941,0,0
19819,1.0,0,4586,49,484,626,25,0.47216568130224934,0,0
19820,1.0,1,1359,51,682,744,61,0.5343318270512093,1,0
19821,1.0,0,7774,68,261,811,2,0.5077614956572182,1,1
19822,1.0,0,4063,78,650,848,28,0.5745007574609394,1,1
19823,1.0,0,3778,56,205,676,94,0.49986425209162366,0,1
19824,1.0,1,1975,63,254,690,33,0.6850543860829589,1,0
19825,1.0,0,1465,27,464,805,49,0.17634521318094049,0,1
19826,1.0,1,3336,62,132,577,24,0.7505913224477785,1,0
19827,1.0,0,3081,47,677,719,11,0.3803057393222105,0,1
19828,1.0,1,8480,46,803,722,33,0.5035517975313938,1,1
19829,1.0,0,6255,50,250,649,54,0.4634113894357355,0,0
19830,1.0,0,6164,53,746,625,56,0.5117597890517874,1,1
19831,1.0,1,3926,71,411,543,58,0.8264287614155376,1,1
19832,1.0,1,2110,69,565,741,70,0.6997211036230554,1,1
19833,1.0,0,7699,31,279,600,47,0.3259426920217762,0,0
19834,1.0,0,4674,43,243,613,66,0.42493170838505634,0,0
19835,1.0,1,5554,29,624,704,50,0.357129092886635,0,1
19836,1.0,1,1492,77,693,711,23,0.7778255526482595,1,1
19837,1.0,1,1100,24,799,776,89,0.26628449599326576,0,0
19838,1.0,1,1495,70,754,663,34,0.7568886207886942,1,1
19839,1.0,1,6725,45,283,507,65,0.6608276573278763,1,1
19840,1.0,0,6652,57,508,763,93,0.43989748929109307,0,1
19841,1.0,1,2543,38,186,513,10,0.5928930261035611,1,1
19842,1.0,0,5116,39,738,673,62,0.3427984514437191,0,0
19843,1.0,0,3765,60,636,556,28,0.631986612231447,1,1
19844,1.0,1,4111,59,329,661,15,0.6715270924576322,1,1
19845,1.0,0,6326,40,702,778,35,0.2789281778048035,0,1
19846,1.0,0,5234,21,344,584,90,0.2566726896457933,0,0
19847,1.0,1,2988,40,235,761,9,0.4147967308600986,0,0
19848,1.0,1,2111,74,601,734,39,0.7431855265235984,1,0
19849,1.0,1,5360,46,672,789,17,0.44984082069140535,0,1
19850,1.0,0,2965,20,782,551,78,0.269727925628408,0,0
19851,1.0,0,7191,32,476,639,9,0.30720361859884465,0,0
19852,1.0,0,1404,56,380,612,84,0.5511524359720562,1,1
19853,1.0,1,4163,31,581,626,71,0.4355359314406398,0,1
19854,1.0,0,6824,46,284,667,86,0.41100765111189114,0,1
19855,1.0,0,1374,32,117,803,47,0.20738345863955915,0,0
19856,1.0,1,6995,52,329,692,37,0.5850732117884407,1,0
19857,1.0,1,8458,54,740,796,87,0.5216704607468859,1,1
19858,1.0,1,2970,69,393,549,43,0.8120801340092992,1,1
19859,1.0,0,2773,43,630,531,3,0.49030421509810673,0,1
19860,1.0,1,5685,22,752,620,50,0.35677549201349107,0,0
19861,1.0,1,1102,38,197,806,33,0.36202967941964204,0,1
19862,1.0,0,5598,25,494,523,47,0.3291945361024733,0,0
19863,1.0,0,6517,53,265,818,45,0.3603645691881021,0,0
19864,1.0,1,8181,53,251,561,85,0.6907970411839968,1,0
19865,1.0,0,8406,64,839,605,63,0.6314430335836219,1,0
19866,1.0,0,5434,71,574,566,17,0.7182123347136233,1,1
19867,1.0,0,6089,27,322,582,36,0.30492033617710174,0,0
19868,1.0,0,6630,40,209,524,56,0.46686524614344393,0,0
19869,1.0,0,4054,25,427,688,57,0.22398518508221793,0,0
19870,1.0,0,4022,75,723,691,6,0.6657006085523939,1,0
19871,1.0,1,4529,78,397,806,69,0.7283506286765647,1,0
19872,1.0,1,1268,30,825,848,32,0.2665425560305025,0,1
19873,1.0,1,4145,37,588,802,20,0.35605696769050477,0,1
19874,1.0,0,8485,67,107,515,32,0.7199838202865956,1,0
19875,1.0,0,2040,25,580,733,59,0.1998319815185584,0,0
19876,1.0,0,5096,45,340,798,5,0.3057605514881172,0,0
19877,1.0,0,3487,69,743,775,84,0.5462850724555925,1,1
19878,1.0,1,6493,66,448,511,88,0.8129595810745509,1,1
19879,1.0,1,3530,45,775,827,55,0.4103858023795233,0,1
19880,1.0,0,8030,26,629,712,98,0.21738473518479381,0,0
19881,1.0,0,4547,79,458,528,5,0.7971238845458306,1,1
19882,1.0,0,4078,50,608,836,39,0.32122538945638657,0,1
19883,1.0,1,6019,26,416,628,16,0.38702439808773625,0,0
19884,1.0,1,1078,70,180,632,38,0.7747649603767881,1,1
19885,1.0,1,6064,50,688,717,95,0.546260991187451,1,0
19886,1.0,0,5872,22,548,501,31,0.31918389650377693,0,1
19887,1.0,0,5915,31,616,799,82,0.20314965405567703,0,0
19888,1.0,1,7495,19,550,820,26,0.20600169091461024,0,0
19889,1.0,1,7397,58,645,581,14,0.7178087141665687,1,0
19890,1.0,0,3265,71,606,566,73,0.7182123347136233,1,1
19891,1.0,1,8186,75,112,681,29,0.7810677674643584,1,1
19892,1.0,0,1477,19,814,772,49,0.14858747817863585,0,0
19893,1.0,0,7229,76,369,663,56,0.6937463151329896,1,0
19894,1.0,1,6842,39,142,550,67,0.5734007172348045,1,0
19895,1.0,0,4179,24,104,627,31,0.25252478985736726,0,0
19896,1.0,0,1810,29,149,510,34,0.37408556020587425,0,1
19897,1.0,1,5486,37,778,752,48,0.393724581220318,0,0
19898,1.0,1,6075,67,669,555,53,0.7968369439521842,1,1
19899,1.0,1,2407,57,621,549,74,0.7306125478898607,1,1
19900,1.0,1,1709,32,435,571,37,0.4891122048645186,0,0
19901,1.0,1,1992,65,408,645,43,0.7309589176896814,1,1
19902,1.0,0,2292,73,469,606,32,0.7077711953805914,1,0
19903,1.0,0,7664,68,838,829,9,0.4932872117302674,0,0
19904,1.0,1,5398,59,189,833,23,0.5403673131672886,1,1
19905,1.0,0,1442,52,528,777,71,0.38208285454313723,0,0
19906,1.0,1,1546,75,342,649,62,0.798160232608118,1,1
19907,1.0,1,1625,54,689,621,23,0.6569349520334132,1,1
19908,1.0,1,5967,40,309,557,25,0.5773839603876898,1,1
19909,1.0,0,5043,20,518,804,62,0.14065776149145645,0,0
19910,1.0,1,6527,70,306,792,91,0.672769401540121,1,1
19911,1.0,0,6703,52,486,539,40,0.5707388332559007,1,1
19912,1.0,0,2464,31,171,790,69,0.20787646909363175,0,0
19913,1.0,1,5721,53,346,658,4,0.6205362169203806,1,1
19914,1.0,0,4330,58,351,690,45,0.5080154399627692,1,1
19915,1.0,0,5948,76,441,539,93,0.7714589803130167,1,1
19916,1.0,0,2205,76,818,551,33,0.7645820611351253,1,0
19917,1.0,0,5669,71,419,742,16,0.5913299244294973,1,1
19918,1.0,1,8210,49,349,738,34,0.5197902445601693,1,1
19919,1.0,0,5839,42,692,748,55,0.315260205943315,0,1
19920,1.0,1,6472,47,226,591,2,0.6164295438412213,1,1
19921,1.0,1,4217,55,727,543,69,0.7189766700881374,1,0
19922,1.0,1,2415,31,433,773,48,0.32472100077167915,0,1
19923,1.0,0,3047,24,470,810,14,0.15791096913649974,0,1
19924,1.0,0,8122,41,771,840,14,0.24779611093736018,0,1
19925,1.0,1,4341,43,228,847,87,0.37651959755027536,0,1
19926,1.0,1,7448,58,357,790,23,0.5649607963477322,1,0
19927,1.0,1,5058,37,626,642,92,0.48054936891873606,0,1
19928,1.0,1,4723,52,211,533,40,0.7016350254849358,1,0
19929,1.0,0,3339,31,495,656,23,0.2876692903762836,0,0
19930,1.0,1,6006,59,763,576,8,0.7287959970261381,1,1
19931,1.0,1,4947,78,365,606,11,0.836117240578923,1,1
19932,1.0,1,5528,34,336,796,2,0.334103860602047,0,0
19933,1.0,1,7738,34,589,568,32,0.5109317425937255,1,0
19934,1.0,1,5234,42,111,574,84,0.5829756292416347,1,1
19935,1.0,1,3114,33,393,732,27,0.3722370792110105,0,0
19936,1.0,0,2202,73,665,651,82,0.6769588317585438,1,1
19937,1.0,0,6889,44,543,849,25,0.26446502782458453,0,1
19938,1.0,1,6573,37,577,780,37,0.3724428037263014,0,0
19939,1.0,0,3373,61,487,505,54,0.6777876668164741,1,1
19940,1.0,1,2436,37,678,568,100,0.5399637303171755,1,1
19941,1.0,0,5307,66,373,804,69,0.4939812477562474,0,0
19942,1.0,0,7861,39,177,763,2,0.2808287834271265,0,1
19943,1.0,0,5515,75,553,668,57,0.6819587284708548,1,1
19944,1.0,1,6088,29,667,678,24,0.37655146525828964,0,0
19945,1.0,0,3232,79,450,732,24,0.6708872056690455,1,0
19946,1.0,1,5377,28,220,663,31,0.37876785221801235,0,1
19947,1.0,0,4854,70,709,656,73,0.6473210687048689,1,1
19948,1.0,1,3416,74,477,607,94,0.813227138505211,1,1
19949,1.0,1,7163,40,234,759,97,0.4163592454225354,0,1
19950,1.0,0,8408,45,379,687,20,0.38628458149245837,0,1
19951,1.0,1,5592,25,146,552,40,0.43679335732126257,0,1
19952,1.0,0,6639,68,669,679,84,0.6119835323620878,1,0
19953,1.0,1,5828,55,468,812,57,0.5185138587021888,1,1
19954,1.0,0,2187,76,586,599,21,0.7356661730648693,1,1
19955,1.0,0,1171,68,582,687,5,0.6058554502940172,1,0
19956,1.0,0,4183,73,225,513,35,0.7656196389427513,1,1
19957,1.0,0,8464,37,158,515,78,0.4451600962133556,0,1
19958,1.0,1,5938,34,447,718,84,0.39203256247050716,0,0
19959,1.0,0,7805,65,189,793,93,0.493122189298862,0,0
19960,1.0,1,2235,41,157,621,55,0.5361849394041969,1,0
19961,1.0,1,3888,46,316,627,10,0.5792748575552427,1,0
19962,1.0,0,7650,21,477,781,44,0.15485333723813774,0,0
19963,1.0,0,3521,56,530,687,91,0.49101919480857803,0,1
19964,1.0,1,6965,44,784,808,71,0.4157915885444578,0,1
19965,1.0,0,5253,51,762,616,87,0.49958916398257647,0,1
19966,1.0,1,2565,77,201,591,59,0.8374053146772392,1,1
19967,1.0,1,2882,53,793,560,54,0.6914837026162712,1,0
19968,1.0,1,1855,60,618,624,39,0.7053571076145968,1,1
19969,1.0,1,7808,66,716,623,40,0.7519579754718252,1,1
19970,1.0,1,1942,30,783,555,53,0.48257403738864585,0,0
19971,1.0,0,7975,55,490,803,51,0.3898627140595721,0,0
19972,1.0,0,8455,61,553,598,5,0.6093228854764761,1,1
19973,1.0,0,2567,71,444,536,68,0.7373254368134085,1,0
